"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",7.273,9.114,9.783,-4.234,-2.893,-0.32,3.416,-1.89,-0.006,5.485,3.526,12.451,13.823,15.946,17.519,16.242,16.124,18.21,24.867,32.942,30.388,30.115,29.087,26.131,30.918,26.923,25.069,55.227,46.27,34.714,30.858,35.764,35.205,35.706,35.839,26.284,21.466,14.617,12.544,13.047,13.424,13.097,13.845,11.363,8.519,9.625,4.961,12.101,12.558,14.951,22.006,15.529,22.309,27.321,28.729,23.395
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",-2.128,-0.792,2.327,1.639,2.241,1.01,2.145,-2.366,-1.092,-1.667,-5.167,1.312,-2.098,-1.624,-0.601000000000003,3.47,3.038,4.339,8,11.546,4.338,5.526,7.304,8.22,10.156,6.871,5.626,14.357,13.193,6.799,9.485,11.39,11.035,14.413,12.914,8.844,9.842,5.307,4.321,2.856,0.301,3.54,2.288,1.266,2.213,4.814,1.371,1.311,2.998,3.006,3.6,4.466,7.175,10.602,5.987,7.358
"P Volatility",13.47,11.54,12.86,11.14,20.8,21.69,22.04,22.84,21.69,24.28,26.27,25.92,27.8,30.12,28.38,26.18,28.65,29.29,26.39,28.9,30.76,29.2,29.77,30.02,30.69,29.65,17.84,16.22,15.99,17.6,17.7,18.8,18.52,20.35,16.81,17.55,16.87,16.77,16.01,17.4,15.42,15.84,16.54,14.97,14.66,14.8,14.94,15.85,16.92,14.45,14.4,14.28,14.34,13.69,12.13,12.44
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",0.24,-1.05,0.289999999999999,-1.39,-3.38,-2.51,-2.36,-2.18,-2.92,0,2.05,0.520000000000003,1.95,4.22,2.15,-0.25,2.23,2.82,0.420000000000002,3,4.35,2.82,3.39,3.2,3.94,3.11,0.300000000000001,-0.57,-0.83,0.82,0.870000000000001,1.48,1.38,3,0.399999999999999,1.75,0.9,1.66,1.11,2.32,0.209999999999999,0.529999999999999,1.23,0.680000000000001,0.27,0.42,0.94,1.52,1.64,0.0299999999999994,0.75,0.789999999999999,1.26,1.26,-0.309999999999999,-0.0500000000000007
"P Tracking Error",5.47,5.37,5.27,6.09,7.98,6.87,7.33,6.2,6.89,7.46,7.3,7.24,6.43,7.2,7.29,10.43,10.01,11.13,11.41,11.31,10.43,11.13,10.42,11.56,11.82,10.72,9.92,8.62,9.78,10.05,9.09,8.78,8.78,9.37,8.57,10.11,8.28,8.94,6.46,8.17,5.85,5.81,6.31,6.91,5.79,5.28,5.01,5.33,5.8,5.4,5.39,5.34,6.46,7.28,6.7,6.98
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
