"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",11.641,12.095,7.348,-13.137,-7.294,0.571,3.68,3.225,-3.619,5.64,1.036,11.816,22.475,19.265,19.021,19.827,24.735,27.058,24.495,42.331,41.926,40.881,24.589,31.905,34.561,22.439,28.488,69.918,48.935,35.666,36.587,34.087,37.706,35.978,39.145,22.373,17.687,14.321,10.873,8.724,15.079,12.987,13.654,8.29,15.192,11.903,2.237,20.005,16.819,15.896,28.148,14.834,23.634,25.297,28.621,17.712
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",2.24,2.189,-0.108000000000001,-7.264,-2.16,1.901,2.409,2.749,-4.705,-1.512,-7.657,0.677000000000001,6.554,1.695,0.901,7.055,11.649,13.187,7.628,20.935,15.876,16.292,2.806,13.994,13.799,2.387,9.045,29.048,15.858,7.751,15.214,9.713,13.536,14.685,16.22,4.933,6.063,5.011,2.65,-1.467,1.956,3.43,2.097,-1.807,8.886,7.092,-1.353,9.215,7.259,3.951,9.742,3.771,8.5,8.578,5.879,1.675
"P Volatility",16.52,13.3,13.69,14.25,31.89,27.19,25.05,26.46,32.46,33.59,35.81,29.54,31.85,27.52,36.26,29.13,27.43,37.22,31.49,28.16,29.53,31.99,28.89,28.83,34.74,32.28,19.69,21.92,23.1,21.87,18.94,19.82,20.19,18.14,17.25,17.74,18.3,17.29,16.9,15.64,15.71,17.12,16.51,15.18,16.96,16.7,17.68,17.09,17.86,17.04,15.81,14.59,16.3,14.58,11.85,11.15
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",3.29,0.710000000000001,1.12,1.72,7.71,2.99,0.650000000000002,1.44,7.85,9.31,11.59,4.14,6,1.62,10.03,2.7,1.01,10.75,5.52,2.26,3.12,5.61,2.51,2.01,7.99,5.74,2.15,5.13,6.28,5.09,2.11,2.5,3.05,0.789999999999999,0.84,1.94,2.33,2.18,2,0.56,0.5,1.81,1.2,0.890000000000001,2.57,2.32,3.68,2.76,2.58,2.62,2.16,1.1,3.22,2.15,-0.59,-1.34
"P Tracking Error",6.32,7.88,7.39,10.2,10.39,8.1,7.94,8.03,10.39,13.06,14.89,11.2,10.81,9.12,13.89,11.09,11.59,15.67,10.61,11.26,13.75,14.4,8.36,11.16,14.51,12.27,9.23,14.27,12.79,10.29,11.05,9.29,9.85,8.43,8.43,10.63,9.64,9.48,9.92,8.28,8.33,8.35,6.86,6.23,9.35,9.58,9.05,8.08,9.03,7.16,8.8,7.12,7.59,8.84,7.57,6.26
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Information Ratio",0.35,0.28,-0.01,-0.71,-0.21,0.23,0.3,0.34,-0.45,-0.12,-0.51,0.06,0.61,0.19,0.06,0.64,1.01,0.84,0.72,1.86,1.15,1.13,0.34,1.25,0.95,0.19,0.98,2.04,1.24,0.75,1.38,1.05,1.37,1.74,1.92,0.46,0.63,0.53,0.27,-0.18,0.23,0.41,0.31,-0.29,0.95,0.74,-0.15,1.14,0.8,0.55,1.11,0.53,1.12,0.97,0.78,0.27
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.37,0.21,0,-0.41,0.26,0.13,0.3,0.22,-0.2,-0.03,-0.56,-0.25,0.39,0.05,-0.23,0.47,0.66,0.68,0.55,1.43,1.41,0.71,0.17,0.93,0.88,0.36,1.01,1.72,0.98,0.19,1.09,0.52,1.15,1.22,1.06,0.6,0.67,0.46,0.16,-0.01,0.41,0.33,0.08,-0.11,0.69,0.54,-0.15,0.78,0.45,0.12,0.88,0.34,0.76,0.7,0.57,0.36
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.17,0.86,0.92,0.82,1.28,1.07,0.97,1.01,1.28,1.31,1.4,1.08,1.17,1,1.32,1.02,0.94,1.31,1.15,1,0.99,1.09,1.05,0.99,1.2,1.13,0.99,0.99,1.15,1.16,0.92,1.01,1.03,0.93,0.92,0.9,0.97,0.96,0.92,0.89,0.88,0.98,0.98,0.97,0.98,0.95,1.09,1.05,1.01,1.07,0.96,0.95,1.11,0.93,0.77,0.77
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",86.54,65.02,70.02,48.98,93.52,91.17,89.54,90.36,94.01,89.53,89.7,85.44,89.95,88.5,90.08,84.85,81.62,86.65,89.74,83.25,77.3,79.28,91.45,84.31,84.11,86.11,76.96,55.57,69.17,78.38,64.9,76.99,75.14,77.86,75.55,63.12,70.95,68.64,64.39,71.91,71.88,75.14,81.97,82.45,68.15,65.67,73.06,76.81,73.2,81.91,67.67,75.34,78.1,61.83,63.42,73.72
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
