"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",10.784,15.472,8.412,-10.96,-9.894,-3.551,-2.33,-0.703,-0.899,6.419,10.739,14.181,18.631,21.894,21.335,18.067,23.067,21.86,22.09,28.179,36.812,39.07,31.547,31.418,28.738,28.358,32.342,62.196,53.822,42.786,37.429,42.021,37.621,36.413,37.942,23.632,17.112,13.917,12.344,14.152,17.106,15.177,18.613,17.77,18.265,13.817,12.882,20.747,19.856,21.24,29.64,22.831,22.309,26.137,31.071,22.685
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",1.383,5.566,0.956,-5.087,-4.76,-2.221,-3.601,-1.179,-1.985,-0.733000000000001,2.046,3.042,2.71,4.324,3.215,5.295,9.981,7.989,5.223,6.783,10.762,14.481,9.764,13.507,7.976,8.306,12.899,21.326,20.745,14.871,16.056,17.647,13.451,15.12,15.017,6.192,5.488,4.607,4.121,3.961,3.983,5.62,7.056,7.673,11.959,9.006,9.292,9.957,10.296,9.295,11.234,11.768,7.175,9.418,8.329,6.648
"P Volatility",14.78,16.09,16.22,16.68,33.01,32.32,32.86,32.23,32.32,30.35,28.38,32.31,31.31,30.14,30.94,32.53,30.54,30.45,31.74,30.65,30.47,31.38,29.93,29.88,28.54,29.17,20.38,19.32,20.56,20.72,21.06,22.11,20.76,20.85,18.34,15.66,16,15.32,15.21,14.59,15.35,14.87,14.49,14.71,14.84,14.75,14.54,15.23,15.66,16.03,15.65,15.52,13.93,13.38,11.99,12.07
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",1.55,3.5,3.65,4.15,8.83,8.12,8.46,7.21,7.71,6.07,4.16,6.91,5.46,4.24,4.71,6.1,4.12,3.98,5.77,4.75,4.06,5,3.55,3.06,1.79,2.63,2.84,2.53,3.74,3.94,4.23,4.79,3.62,3.5,1.93,-0.140000000000001,0.0299999999999994,0.210000000000001,0.31,-0.49,0.139999999999999,-0.440000000000001,-0.82,0.420000000000002,0.449999999999999,0.369999999999999,0.539999999999999,0.9,0.380000000000001,1.61,2,2.03,0.85,0.950000000000001,-0.449999999999999,-0.42
"P Tracking Error",5.87,6.98,7.61,6.91,10.67,10.14,10.07,10.01,10.11,9.01,8.22,10.82,9.8,9.33,9.04,10.78,9.79,9.59,10.9,10.05,11.33,11.05,10.38,9.7,9.06,9.53,10.06,9.98,10.73,10.71,10.32,10.29,9.3,8.79,8.32,7.79,7.96,8.18,6.52,6.29,7.01,6.35,6.09,6.12,7.43,7.67,7.39,7.59,7.65,7.52,7.64,7.76,6.47,5.96,5.59,5.64
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
