"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",-1.41,8.034,21.592,-17.768,-12.258,-9.103,-8.607,-7.454,-6.046,3.891,2.574,1.319,6.298,13.141,18.824,23.169,27.296,25.963,26.074,54.228,52.478,58.692,40.07,26.442,24.223,13.857,18.155,78.459,70.361,59.272,49.678,60.055,49.359,28.966,32.093,23.955,18.454,14.56,13.614,11.045,10.756,19.747,21.079,22.536,30.561,18.307,15.194,16.167,15.974,14.669,19.366,14.314,10.733,15.137,28.764,23.25
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",-10.811,-1.872,14.136,-11.895,-7.124,-7.773,-9.878,-7.93,-7.132,-3.261,-6.119,-9.82,-9.623,-4.429,0.704000000000001,10.397,14.21,12.092,9.207,32.832,26.428,34.103,18.287,8.531,3.461,-6.195,-1.288,37.589,37.284,31.357,28.305,35.681,25.189,7.673,9.168,6.515,6.83,5.25,5.391,0.853999999999999,-2.367,10.19,9.522,12.439,24.255,13.496,11.604,5.377,6.414,2.724,0.960000000000001,3.251,-4.401,-1.582,6.022,7.213
"P Volatility",13.95,18.29,19.05,20.65,33.06,30.93,31.12,31.89,29.02,32.69,33.93,39.27,39.71,45.77,37.43,39.84,34.94,37.17,44.46,41.11,40.95,45.9,44.41,34.05,31.81,28.55,25,32.19,39.01,36.4,35.29,35.08,32.24,15.36,15.1,14.04,14.86,15.68,12.76,14.03,13.61,13.35,12.36,16.02,16.67,12.54,16.24,21.46,17.03,18.97,16.96,14.44,17.76,15.59,13.61,16.66
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",0.719999999999999,5.7,6.48,8.12,8.88,6.73,6.72,6.87,4.41,8.41,9.71,13.87,13.86,19.87,11.2,13.41,8.52,10.7,18.49,15.21,14.54,19.52,18.03,7.23,5.06,2.01,7.46,15.4,22.19,19.62,18.46,17.76,15.1,-1.99,-1.31,-1.76,-1.11,0.57,-2.14,-1.05,-1.6,-1.96,-2.95,1.73,2.28,-1.84,2.24,7.13,1.75,4.55,3.31,0.949999999999999,4.68,3.16,1.17,4.17
"P Tracking Error",12.26,11.59,10.18,15.15,14.28,14.3,14.49,14.91,13.59,13.67,15.4,20.49,21.74,26.59,21.07,23.91,18.48,21.45,25.45,22.44,24.15,27.59,28.04,18.54,15.04,12.74,16.46,23.81,29.36,27.07,25.73,24.31,20.22,11.85,11.54,12.11,12.38,10.25,9.54,7.14,8,12.59,9.55,13.52,13.58,8.85,8.52,13.4,10.47,11.37,10.06,8.11,10.3,10.47,8.83,11.86
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
