"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",9.608,15.041,10.906,-6.489,-6.202,-3.983,-1.001,-2.375,-3.09,3.062,5.357,10.51,14.123,16.012,16.874,18.05,22.036,20.04,23.769,29.616,25.409,27.183,23.599,29.126,32.633,27.268,27.633,54.931,45.361,39.232,35.064,45.595,33.729,36.511,36.094,22.593,16.461,12.014,11.986,12.954,14.304,12.67,15.706,13.505,11.21,10.319,12.993,19.684,17.37,19.28,30.161,17.779,20.865,17.846,20.396,17.131
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",0.207000000000001,5.135,3.45,-0.616,-1.068,-2.653,-2.272,-2.851,-4.176,-4.09,-3.336,-0.629,-1.798,-1.558,-1.246,5.278,8.95,6.169,6.902,8.22,-0.641000000000002,2.594,1.816,11.215,11.871,7.216,8.19,14.061,12.284,11.317,13.691,21.221,9.559,15.218,13.169,5.153,4.837,2.704,3.763,2.763,1.181,3.113,4.149,3.408,4.904,5.508,9.403,8.894,7.81,7.335,11.755,6.716,5.731,1.127,-2.346,1.094
"P Volatility",14.54,13.23,12.69,13.05,29.05,29.83,30.49,31.15,28.56,30.17,31.97,32.7,31.18,32.03,28.99,24.83,24.44,22.74,22.26,25.04,29.37,26.15,26.56,28.35,26.16,26.08,16.82,17.42,18.61,18.81,20.63,21.76,19.46,21.54,17.36,16.31,16.21,15.34,17.01,17.57,15.64,15.88,15.74,14.27,14.02,14.19,14.26,14.73,16.31,15.13,14.06,14.69,13.37,13.44,12.46,12.16
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",1.31,0.640000000000001,0.119999999999999,0.520000000000001,4.87,5.63,6.09,6.13,3.95,5.89,7.75,7.3,5.33,6.13,2.76,-1.6,-1.98,-3.73,-3.71,-0.859999999999999,2.96,-0.23,0.18,1.53,-0.59,-0.460000000000001,-0.719999999999999,0.630000000000003,1.79,2.03,3.8,4.44,2.32,4.19,0.949999999999999,0.509999999999998,0.24,0.23,2.11,2.49,0.43,0.57,0.43,-0.0199999999999996,-0.370000000000001,-0.190000000000001,0.26,0.4,1.03,0.710000000000001,0.41,1.2,0.289999999999999,1.01,0.0200000000000014,-0.33
"P Tracking Error",5.42,4.54,4.68,4.12,7.74,8.35,9.33,9.03,7.17,8.6,9.94,9.79,8.02,8.33,6.84,11.71,12.45,11.92,12.05,9.54,8.3,9.19,9.02,9.91,10.57,10.27,10.2,8.08,9.34,10.77,11.78,11.1,9.81,10.13,8.81,8.36,8.14,8.31,7.85,7.84,5.47,6.04,6.75,6.34,6.73,6.49,5.63,5.21,5.76,6.51,5.25,5.74,6.46,6.7,7.3,6.54
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
