"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",7.12,10.209,12.723,-7.248,3.232,3.932,7.856,12.053,8.273,19.54,21.617,26.72,23.813,23.206,27.425,15.572,20.02,15.443,17.895,33.963,37.973,32.951,29.769,23.804,27.906,19.82,15.458,34.641,25.273,20.321,17.416,19.33,24.048,20.341,20.271,27.125,23.719,16.85,11.213,8.883,10.931,9.216,12.322,10.334,10.836,9.71,1.862,10.758,7.633,24.244,22.885,22.133,32.52,38.532,39.094,39.851
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",-2.281,0.302999999999999,5.267,-1.375,8.366,5.262,6.585,11.577,7.187,12.388,12.924,15.581,7.892,5.636,9.305,2.8,6.934,1.572,1.028,12.567,11.923,8.362,7.986,5.893,7.144,-0.231999999999999,-3.985,-6.229,-7.804,-7.594,-3.957,-5.044,-0.122000000000003,-0.951999999999998,-2.654,9.685,12.095,7.54,2.99,-1.308,-2.192,-0.341000000000001,0.764999999999999,0.237,4.53,4.899,-1.728,-0.032,-1.927,12.299,4.479,11.07,17.386,21.813,16.352,23.814
"P Volatility",18.69,15.61,18.55,20.14,19.6,21.75,19.2,23.61,22.53,33.17,23.33,25.7,27.97,28.49,35.51,43.53,36.66,43.78,44.01,35.44,29.52,30.36,33.18,33.01,31.59,28.69,21.32,15.45,16.56,17.63,16.05,16.24,14.66,16.47,19.86,19.96,19.86,20.83,22.68,20.45,23.57,22.63,23.83,23.49,22.36,22.85,20.85,21.41,20.43,19.83,18.17,17.41,15.03,15.04,14.43,14.04
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",5.46,3.02,5.98,7.61,-4.58,-2.45,-5.2,-1.41,-2.08,8.89,-0.890000000000001,0.300000000000001,2.12,2.59,9.28,17.1,10.24,17.31,18.04,9.54,3.11,3.98,6.8,6.19,4.84,2.15,3.78,-1.34,-0.260000000000002,0.849999999999998,-0.779999999999998,-1.08,-2.48,-0.880000000000003,3.45,4.16,3.89,5.72,7.78,5.37,8.36,7.32,8.52,9.2,7.97,8.47,6.85,7.08,5.15,5.41,4.52,3.92,1.95,2.61,1.99,1.55
"P Tracking Error",11.65,11.9,10.9,11.34,10.86,10.03,13.29,11.47,9.89,15.07,9.34,9.19,8.84,8.15,13.51,20.79,15.13,22.41,22.65,16.14,12.65,12.02,14.04,12.07,13.34,12.98,13.03,13.78,15.82,15.46,15.28,15.03,12.62,13.51,16.14,15.31,12.34,14.83,15,12.16,14.99,13.8,14.22,13.71,12.04,12.57,10.83,11.75,11.71,10.52,11.09,10.7,8.87,10.84,9.64,10.54
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Information Ratio",-0.2,0.03,0.48,-0.12,0.77,0.52,0.5,1.01,0.73,0.82,1.38,1.7,0.89,0.69,0.69,0.13,0.46,0.07,0.05,0.78,0.94,0.7,0.57,0.49,0.54,-0.02,-0.31,-0.45,-0.49,-0.49,-0.26,-0.34,-0.01,-0.07,-0.16,0.63,0.98,0.51,0.2,-0.11,-0.15,-0.02,0.05,0.02,0.38,0.39,-0.16,0,-0.16,1.17,0.4,1.03,1.96,2.01,1.7,2.26
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.32,-0.08,0.16,0.47,0.68,0.38,0.41,0.83,0.64,1.13,1.12,1.04,0.47,0.52,0.24,0.02,0.27,-0.29,-0.23,0.69,0.72,0.51,0.39,0.27,0.17,0.16,0.22,0.8,0.74,0.41,0.29,0.63,0.7,0.75,0.54,1.05,0.91,0.68,0.06,-0.19,-0.09,-0.06,-0.23,0.05,0.36,0.05,-0.19,0.05,-0.22,0.64,0.4,1.01,1.43,1.59,1.34,1.82
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.11,0.82,1.21,1.38,0.73,0.82,0.66,0.84,0.84,1.24,0.89,0.95,1.03,1.06,1.28,1.55,1.3,1.51,1.56,1.24,1.01,1.06,1.15,1.16,1.07,0.96,0.96,0.59,0.54,0.63,0.54,0.56,0.59,0.65,0.75,0.83,0.97,0.97,1.15,1.09,1.22,1.19,1.28,1.39,1.36,1.38,1.31,1.28,1.1,1.18,1.06,1.02,0.93,0.85,0.87,0.78
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",59.91,41.3,65.98,72.61,79.66,82.02,69.24,78.27,83.06,81.61,84.59,86.9,89.6,91.69,89.45,87.67,87.02,82.5,83.53,81.56,80.76,83.84,82.71,87.68,81.71,78.66,60.96,37.82,26.99,32.6,29.18,32.99,45.86,43.99,35.33,40.32,59.61,46.94,55.21,63.47,59.64,62.74,66.12,70.21,75.22,74.31,76.3,72.07,66.2,72.34,61.16,60.44,63.87,47.17,54.55,45.12
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
