"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",4.733,12.545,9.372,-10.852,1.773,5.55,9.663,10.853,1.764,13.137,2.713,14.376,23.139,20.743,20.218,21.674,26.915,21.227,20.089,27.352,30.907,25.919,29.871,38.781,35.662,30.769,22.331,33.452,23.965,21.931,41.709,35.965,48.301,26.402,38.951,24.25,21.886,15.324,12.498,11.419,9.478,7.549,6.371,4.346,4.411,9.243,4.611,24.58,11.141,23.21,36.176,21.077,23.837,34.523,32.57,18.192
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",-4.668,2.639,1.916,-4.979,6.907,6.88,8.392,10.377,0.678,5.985,-5.98,3.237,7.218,3.173,2.098,8.902,13.829,7.356,3.222,5.956,4.857,1.33,8.088,20.87,14.9,10.717,2.888,-7.418,-9.112,-5.984,20.336,11.591,24.131,5.109,16.026,6.81,10.262,6.014,4.275,1.228,-3.645,-2.008,-5.186,-5.751,-1.895,4.432,1.021,13.79,1.581,11.265,17.77,10.014,8.703,17.804,9.828,2.155
"P Volatility",15.65,13.24,13.12,12.64,31.07,28.12,23.65,28.11,33.67,33.71,34.81,27.87,33.45,25.11,43.54,35.75,40.48,40.71,33.08,21.94,18.29,24.45,31.23,39.38,43.95,33.86,18.51,14.88,15.07,16.52,21.8,22.72,28.08,19.05,20.16,26.3,25.47,23.53,21.41,19.53,20.08,23.1,22.5,19.97,19.73,18.21,18.43,16.85,18.51,15.92,17.89,16.9,16.48,14.04,11.63,10.56
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",2.42,0.65,0.549999999999999,0.110000000000001,6.89,3.92,-0.75,3.09,9.06,9.43,10.59,2.47,7.6,-0.789999999999999,17.31,9.32,14.06,14.24,7.11,-3.96,-8.12,-1.93,4.85,12.56,17.2,7.32,0.970000000000002,-1.91,-1.75,-0.260000000000002,4.97,5.4,10.94,1.7,3.75,10.5,9.5,8.42,6.51,4.45,4.87,7.79,7.19,5.68,5.34,3.83,4.43,2.52,3.23,1.5,4.24,3.41,3.4,1.61,-0.809999999999999,-1.93
"P Tracking Error",5.96,11.82,10.97,11.03,11.24,9.73,9.02,9.58,11.9,15.09,14.35,10.94,13.65,10.84,21.57,13.93,19.81,18.99,13.24,12.67,19.57,14.12,10.96,19.3,25.09,15.03,13.9,13.96,14.76,14.07,14.9,14.1,17.98,14.35,12.62,18.8,16.48,15.41,13.59,11.83,11.95,15.2,13.3,10.35,13,12.32,11.29,9.12,9.14,8.85,10.9,9.4,8.35,9.17,8.34,9.03
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
