"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",3.638,11.573,11.009,-11.709,1.442,0.238,11.921,14.427,6.939,15.058,9.348,21.033,17.759,19.007,17.672,14.577,18.863,15.491,17.895,28.916,35.283,29.996,27.862,22.856,34.351,26.228,18.336,30.818,26.892,22.343,18.778,24.088,35.981,35.066,39.239,29.531,19.473,17.406,9.861,11.039,10.974,10.876,12.162,3.386,3.063,9.766,5.488,10.587,14.154,23.425,43.708,24.534,26.308,36.206,37.461,29.778
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",-5.763,1.667,3.553,-5.836,6.576,1.568,10.65,13.951,5.853,7.906,0.655000000000001,9.894,1.838,1.437,-0.448,1.805,5.777,1.62,1.028,7.52,9.233,5.407,6.079,4.945,13.589,6.176,-1.107,-10.052,-6.185,-5.572,-2.595,-0.285999999999998,11.811,13.773,16.314,12.091,7.849,8.096,1.638,0.847999999999999,-2.149,1.319,0.605,-6.711,-3.243,4.955,1.898,-0.202999999999999,4.594,11.48,25.302,13.471,11.174,19.487,14.719,13.741
"P Volatility",17.33,14.81,14.53,13.43,21.54,22.85,22.71,25.82,32.66,32.03,30.04,31.36,35.21,27.83,27.38,45.48,39.14,45.34,44.01,38.44,27.4,28.75,28.3,24.55,29.28,33.21,21.78,15,15.68,18.92,15.15,14.52,21.69,20.11,17.7,24.61,21.63,22.85,22.11,22.73,23.61,23.12,22.5,20.38,23.14,20.96,20.7,18.4,18.68,16.81,17.01,16.14,15.24,13.02,11.73,13.1
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",4.1,2.22,1.96,0.9,-2.64,-1.35,-1.69,0.800000000000001,8.05,7.75,5.82,5.96,9.36,1.93,1.15,19.05,12.72,18.87,18.04,12.54,0.989999999999998,2.37,1.92,-2.27,2.53,6.67,4.24,-1.79,-1.14,2.14,-1.68,-2.8,4.55,2.76,1.29,8.81,5.66,7.74,7.21,7.65,8.4,7.81,7.19,6.09,8.75,6.58,6.7,4.07,3.4,2.39,3.36,2.65,2.16,0.59,-0.709999999999999,0.609999999999999
"P Tracking Error",11.42,11.51,9.99,10.65,9.98,10.76,9.66,8.84,10.82,14.06,11.53,10.79,12.47,9.93,11.58,23.86,16.75,23.39,22.65,17.67,11.94,15.15,13.22,12.12,10.83,14.73,13.09,14.03,14.15,17.26,14.05,12.92,16.74,11.41,11.63,17.1,13.81,16.61,14.36,14.19,14.39,14.35,13.28,10.4,15.67,12.97,12,9.66,10.14,8.47,9.41,9.05,8.16,9.58,9.94,8.42
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
