"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",14.576,18.274,16.183,-18.642,-9.698,-0.726,8.022,5.449,12.656,18.97,17.279,22.436,25.824,23.97,23.571,20.259,21.504,22.058,26.097,30.366,36.415,34.26,28.832,21.36,26.401,18.444,19.641,39.484,27.897,22.316,20.582,19.374,22.584,24.069,22.685,16.544,9.869,11.295,8.902,3.397,4.529,4.907,10.753,7.352,6.967,8.048,-1.781,8.118,7.23,20.776,27.509,13.547,22.521,27.154,40.744,24.395
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",5.175,8.368,8.727,-12.769,-4.564,0.604,6.751,4.973,11.57,11.818,8.586,11.297,9.903,6.4,5.451,7.487,8.418,8.187,9.23,8.97,10.365,9.671,7.049,3.449,5.639,-1.608,0.197999999999997,-1.386,-5.18,-5.599,-0.791,-5,-1.586,2.776,-0.240000000000002,-0.896000000000001,-1.755,1.985,0.678999999999998,-6.794,-8.594,-4.65,-0.804,-2.745,0.661,3.237,-5.371,-2.672,-2.33,8.831,9.103,2.484,7.387,10.435,18.002,8.358
"P Volatility",20.71,21.95,20.89,20.79,38.7,37.03,34.59,34.58,28.91,32.02,31.71,33.68,30.99,29.65,30.32,31.88,31.94,30.68,29.01,26.87,25.59,24.05,28.44,30.73,31.87,30.31,21.73,18.31,14.51,15.78,18.15,18.1,19.27,22,18.83,16.93,18.83,17.05,17.08,19.62,20.22,18.19,18.09,19.41,20.37,19.36,20.32,20.25,20.6,21.3,20.73,22.12,21.23,19.39,15.89,16.8
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",7.48,9.36,8.32,8.26,14.52,12.83,10.19,9.56,4.3,7.74,7.49,8.28,5.14,3.75,4.09,5.45,5.52,4.21,3.04,0.970000000000002,-0.82,-2.33,2.06,3.91,5.12,3.77,4.19,1.52,-2.31,-1,1.32,0.780000000000001,2.13,4.65,2.42,1.13,2.86,1.94,2.18,4.54,5.01,2.88,2.78,5.12,5.98,4.98,6.32,5.92,5.32,6.88,7.08,8.63,8.15,6.96,3.45,4.31
"P Tracking Error",11.72,13.98,11.74,12.1,15.92,15.04,13.96,13.64,10.7,12.45,13.13,13.44,12.82,11.93,13.67,14.95,14.95,13.42,12.66,13.54,15.88,14.71,14.34,11.36,11.37,13.74,14.27,10.96,11.35,12.74,9.84,16.36,13.22,14.89,12.03,11.86,13.61,10.03,7.42,11.55,12.03,9.53,10.99,10.53,11.01,9.81,11.77,11.84,11.29,11.57,12.14,12.84,12.57,11.93,9.7,9.85
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
