"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",8.784,9.918,7.18,-9.536,-7.529,-1.211,0.902,-0.655,1.181,8.358,8.859,15.727,18.178,21.951,22.108,16.728,18.101,20.507,23.497,31.497,41.201,41.557,36.166,28.761,27.372,28.072,30.329,63.17,54.927,39.104,33.893,33.072,38.138,35.155,37.438,26.425,21.163,15.822,12.528,14.105,16.188,15.276,16.825,15.291,15.821,12.821,5.35,13.639,15.172,17.183,22.322,20.363,22.506,33.035,36.83,27.101
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",-0.616999999999999,0.0119999999999987,-0.276000000000001,-3.663,-2.395,0.119,-0.369,-1.131,0.095,1.206,0.166,4.588,2.257,4.381,3.988,3.956,5.015,6.636,6.63,10.101,15.151,16.968,14.383,10.85,6.61,8.02,10.886,22.3,21.85,11.189,12.52,8.698,13.968,13.862,14.513,8.985,9.539,6.512,4.305,3.914,3.065,5.719,5.268,5.194,9.515,8.01,1.76,2.849,5.612,5.238,3.916,9.3,7.372,16.316,14.088,11.064
"P Volatility",14.28,14.61,15.82,14.93,26.39,25.96,26.56,25.81,26.5,25.36,24.5,27.05,28.95,28.76,30.71,34.53,35.1,37.26,36.13,34.34,31.87,34.44,33.17,31.52,33.08,33.31,21.97,19.12,18.3,19.69,19.27,19.49,20.18,19.8,17.86,16.37,17.02,16.79,14.3,14.13,14.79,14.9,15.29,14.88,15.02,14.82,14.79,15.88,15.59,15.4,15.89,15.08,14.56,13.79,12.16,13.07
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",1.05,2.02,3.25,2.4,2.21,1.76,2.16,0.789999999999999,1.89,1.08,0.280000000000001,1.65,3.1,2.86,4.48,8.1,8.68,10.79,10.16,8.44,5.46,8.06,6.79,4.7,6.33,6.77,4.43,2.33,1.48,2.91,2.44,2.17,3.04,2.45,1.45,0.57,1.05,1.68,-0.6,-0.949999999999999,-0.420000000000002,-0.41,-0.0200000000000014,0.590000000000002,0.629999999999999,0.44,0.789999999999999,1.55,0.31,0.98,2.24,1.59,1.48,1.36,-0.279999999999999,0.58
"P Tracking Error",6.88,6.32,6.6,6.74,6.7,6.81,7.02,7.05,7.41,7.2,8.25,8.93,8.9,8.75,9.36,12.42,12.35,14.38,13.84,12.87,13.08,14.42,12.9,12.37,12.42,12.98,11.22,11.22,10.29,9.62,8.95,7.69,8.83,8.05,7.8,8.35,8.59,8.99,5.01,5.8,6.48,6.44,5.67,6.14,6.37,6.41,6.55,7.31,6.79,6.59,7.45,7.05,6.03,6.59,5.8,7.41
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
