"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",7.147,13.792,4.782,-16.442,-14.766,-9.333,-6.975,-9.574,-4.686,-1.301,0.291,11.358,12.813,18.094,14.849,10.58,12.597,18.197,25.616,31.619,39.98,42.477,36.522,30.502,30.667,29.761,31.277,61.861,52.507,44.338,36.943,45.888,42.506,43.449,46.179,30.187,23.484,18.835,15.944,17.26,18.905,18.331,22.598,21.445,20.887,16.601,12.289,19.932,21.867,22.491,31.311,23.414,26.143,25.569,28.454,22.105
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",-2.254,3.886,-2.674,-10.569,-9.632,-8.003,-8.246,-10.05,-5.772,-8.453,-8.402,0.219000000000001,-3.108,0.524000000000001,-3.271,-2.192,-0.489000000000001,4.326,8.749,10.223,13.93,17.888,14.739,12.591,9.905,9.709,11.834,20.991,19.43,16.423,15.57,21.514,18.336,22.156,23.254,12.747,11.86,9.525,7.721,7.069,5.782,8.774,11.041,11.348,14.581,11.79,8.699,9.142,12.307,10.546,12.905,12.351,11.009,8.85,5.712,6.068
"P Volatility",17.1,17.14,17.12,17.11,32.85,32.5,33.28,33.71,31.28,33.77,33.31,37.05,36.75,36.85,36.93,36.62,36.23,35.14,31.55,35.08,32.49,33.22,30.44,33.16,35.15,31.77,20,24.47,23.6,22.89,23.55,24.81,23.54,23.52,19.55,18.44,17.16,17.21,17.1,17.24,17.99,18.12,18.28,18.12,16.88,16.94,16,16.54,17.33,15.58,16.22,15.39,14.6,14.74,12.67,12.86
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",3.87,4.55,4.55,4.58,8.67,8.3,8.88,8.69,6.67,9.49,9.09,11.65,10.9,10.95,10.7,10.19,9.81,8.67,5.58,9.18,6.08,6.84,4.06,6.34,8.4,5.23,2.46,7.68,6.78,6.11,6.72,7.49,6.4,6.17,3.14,2.64,1.19,2.1,2.2,2.16,2.78,2.81,2.97,3.83,2.49,2.56,2,2.21,2.05,1.16,2.57,1.9,1.52,2.31,0.23,0.369999999999999
"P Tracking Error",7.94,7.34,7.67,7.77,10.61,10.29,10.55,11.52,9.24,12.72,12.47,15.74,15.23,15.12,14.58,15.19,14.19,13.68,11.14,14.29,12.88,12.74,10.7,12.61,13.97,11.67,10.99,14.45,13.55,12.92,12.67,13.19,12.46,11.07,9.76,9.93,9.51,9.49,8.6,8.58,9.09,9.06,9.23,8.44,7.37,7.49,6.84,7.64,7.82,7.3,8.1,8.29,7.78,8.28,7.18,7.7
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Information Ratio",-0.28,0.53,-0.35,-1.36,-0.91,-0.78,-0.78,-0.87,-0.62,-0.66,-0.67,0.01,-0.2,0.03,-0.22,-0.14,-0.03,0.32,0.79,0.72,1.08,1.4,1.38,1,0.71,0.83,1.08,1.45,1.43,1.27,1.23,1.63,1.47,2,2.38,1.28,1.25,1,0.9,0.82,0.64,0.97,1.2,1.34,1.98,1.57,1.27,1.2,1.57,1.44,1.59,1.49,1.42,1.07,0.8,0.79
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.03,0.04,-0.47,-0.52,-0.43,-0.61,-0.47,-0.8,-0.21,-0.6,-0.68,-0.39,-0.33,-0.46,-0.58,-0.29,-0.32,0.11,0.65,0.53,0.82,0.71,0.99,0.62,0.51,0.97,1.43,0.83,1.14,0.88,0.86,0.83,1.13,1.43,1.2,1.02,1.02,0.91,0.59,0.58,0.6,0.68,0.73,0.93,0.96,0.78,0.66,0.75,0.82,0.73,0.89,0.92,0.89,0.64,0.48,0.57
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.16,1.26,1.24,1.24,1.33,1.31,1.34,1.3,1.24,1.33,1.31,1.37,1.34,1.34,1.34,1.29,1.3,1.25,1.15,1.26,1.14,1.18,1.08,1.15,1.23,1.12,0.95,1.19,1.16,1.13,1.2,1.24,1.18,1.22,1.03,0.98,0.9,0.95,0.99,0.99,1.02,1.02,1.03,1.13,1.06,1.06,1.03,1.02,1.01,0.96,1.03,0.96,0.95,0.98,0.85,0.84
