"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",5.147,5.077,7.092,-10.368,-4.651,-2.041,0.504,1.165,-0.339,8.224,8.737,16.566,17.125,19.22,20.474,14.79,18.061,23.333,25.496,39.645,39.754,41.282,33.322,33.271,25.95,27.539,28.716,57.285,43.151,35.656,29.349,38.467,36.844,36.439,36.467,27.443,20.278,16.071,13.47,13.404,15.222,14.201,15.735,11.048,16.054,10.552,9.612,17.254,15.841,18.488,26.133,18.962,21.776,27.955,31.921,27.371
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",-4.254,-4.829,-0.364000000000001,-4.495,0.483000000000001,-0.711,-0.767,0.689,-1.425,1.072,0.0440000000000005,5.427,1.204,1.65,2.354,2.018,4.975,9.462,8.629,18.249,13.704,16.693,11.539,15.36,5.188,7.487,9.273,16.415,10.074,7.741,7.976,14.093,12.674,15.146,13.542,10.003,8.654,6.761,5.247,3.213,2.099,4.644,4.178,0.951000000000001,9.748,5.741,6.022,6.464,6.281,6.543,7.727,7.899,6.642,11.236,9.179,11.334
"P Volatility",13.33,13.59,15.18,15.7,25.05,24.93,23.72,24.82,24.96,29.61,27.34,27.96,29.54,30.62,34.17,37.17,33.7,36.52,37.18,33.55,33.89,34.73,32.33,31.43,31.36,31.32,21.16,19.04,18.93,20.58,20.21,19.7,20.09,21.16,17.99,16.78,15.23,15.25,14.89,15.21,15.52,15.26,15.76,15.41,15.13,14.74,14.03,16.49,16.76,17.05,15.54,14.73,13.69,13.59,11.96,11.95
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",0.0999999999999996,1,2.61,3.17,0.870000000000001,0.73,-0.68,-0.199999999999999,0.350000000000001,5.33,3.12,2.56,3.69,4.72,7.94,10.74,7.28,10.05,11.21,7.65,7.48,8.35,5.95,4.61,4.61,4.78,3.62,2.25,2.11,3.8,3.38,2.38,2.95,3.81,1.58,0.98,-0.74,0.140000000000001,-0.00999999999999979,0.130000000000001,0.309999999999999,-0.0500000000000007,0.449999999999999,1.12,0.74,0.359999999999999,0.0299999999999994,2.16,1.48,2.63,1.89,1.24,0.609999999999999,1.16,-0.479999999999999,-0.540000000000001
"P Tracking Error",6.89,8.15,5.99,6.94,6.12,6.29,7.45,6.7,6.95,8.58,7.77,8.83,9.73,9.32,11.12,14.3,11.89,14.4,14.97,12.75,13.55,13.68,12.41,10.3,11.39,12.47,10.7,9.82,7.83,9.4,8.39,8.24,8.12,8.39,8.13,7.73,7.68,8.66,6.66,5.72,6.47,6.01,5.89,6.71,6.57,6.43,6.14,7.81,7.79,7.67,7.36,7.31,5.76,7.12,5.99,6.63
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Information Ratio",-0.62,-0.59,-0.06,-0.65,0.08,-0.11,-0.1,0.1,-0.21,0.12,0.01,0.61,0.12,0.18,0.21,0.14,0.42,0.66,0.58,1.43,1.01,1.22,0.93,1.49,0.46,0.6,0.87,1.67,1.29,0.82,0.95,1.71,1.56,1.81,1.67,1.29,1.13,0.78,0.79,0.56,0.32,0.77,0.71,0.14,1.48,0.89,0.98,0.83,0.81,0.85,1.05,1.08,1.15,1.58,1.53,1.71
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",-0.01,-0.37,-0.21,-0.14,0.23,-0.03,-0.02,-0.05,0.02,0.16,0.07,0.16,0.06,-0.06,-0.13,-0.06,0.14,0.43,0.47,1.06,0.79,0.55,0.64,0.85,0.29,0.85,1.21,1.02,0.69,0.39,0.44,0.77,0.82,1,0.8,0.9,0.82,0.77,0.38,0.36,0.35,0.42,0.34,0.17,0.73,0.43,0.52,0.58,0.37,0.35,0.62,0.66,0.68,0.79,0.69,0.94
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.87,0.87,1.11,1.13,1,1,0.93,0.96,0.97,1.18,1.09,1.05,1.08,1.13,1.26,1.34,1.21,1.3,1.36,1.22,1.19,1.23,1.14,1.11,1.1,1.09,1.04,0.97,1.03,1.1,1.1,1.03,1.07,1.13,0.98,0.94,0.84,0.84,0.9,0.94,0.93,0.92,0.96,0.97,0.95,0.93,0.91,1.01,0.97,1.06,1,0.95,0.95,0.93,0.85,0.82
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",73.67,63.78,84.61,80.6,93.74,93.33,90.27,92.57,91.94,93.52,92.14,89.72,89.17,91.65,93.04,90.7,89.86,88.79,89.61,87.84,85.59,87.01,85.93,89.73,86.88,83.96,73.32,72.19,82.16,78.77,82.62,81.78,83.29,84.66,78.65,78.09,76.32,68.67,80.13,85.61,82.28,84.43,85.57,80.22,80.5,80.64,80.84,76.53,77.41,79.02,76.5,74.41,81.67,71.61,76.4,71.6
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-14.863,-15.1095,-16.515,-39.3692,-33.9377,-33.5789,-32.1438,-32.9403,-33.5244,-36.8748,-35.5845,-33.8675,-35.3202,-37.1687,-40.3907,-43.0885,-39.8429,-41.581,-43.717,-39.9909,-41.3039,-42.4551,-39.2894,-38.5004,-37.6053,-38.9786,-34.0794,-14.9054,-14.7439,-16.6871,-20.0907,-17.5434,-18.3163,-18.5425,-19.2071,-16.3487,-16.5205,-16.3898,-16.766,-16.09,-16.4853,-16.1636,-17.2283,-17.8506,-16.4688,-17.3511,-15.4731,-17.0487,-17.0973,-17.0212,-15.9731,-15.5631,-9.9263,-8.1098,-9.1895,-8.3993
