"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",10.22,9.27,13.082,-1.427,-6.227,-1.778,3.985,-3.265,-2.956,2.297,4.916,11.515,13.504,16.061,19.898,16.656,17.086,18.337,24.308,23.373,26.435,25.629,24.445,22.54,24.516,28.941,24.443,53.863,47.12,37.5,33.24,40.693,40.32,39.616,38.29,20.851,16.116,11.599,11.382,14.367,15.771,12.057,13.662,13.191,11.583,11.087,8.213,16.183,15.813,22.475,24.952,17.109,23.485,25.413,21.605,18.045
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",0.819000000000001,-0.636000000000001,5.626,4.446,-1.093,-0.448,2.714,-3.741,-4.042,-4.855,-3.777,0.376000000000001,-2.417,-1.509,1.778,3.884,4,4.466,7.441,1.977,0.384999999999998,1.04,2.662,4.629,3.754,8.889,5,12.993,14.043,9.585,11.867,16.319,16.15,18.323,15.365,3.411,4.492,2.289,3.159,4.176,2.648,2.5,2.105,3.094,5.277,6.276,4.623,5.393,6.253,10.53,6.546,6.046,8.351,8.694,-1.137,2.008
"P Volatility",13.06,13.21,12.93,11.85,29.02,28.16,29.07,30.56,29.26,27.95,30.82,35.98,32.99,33.33,31.2,26.51,28.92,27.91,23.99,22.51,27.74,26.23,25.35,26.41,27.71,27.23,18.01,16.83,18.14,18.24,19.03,22.36,21.16,22.44,18.07,14.77,16.62,17.89,17.4,15.18,16.44,16.42,16.01,13.65,14.15,14.56,14.57,14.96,16.69,14.95,13.78,13.78,13.08,12.18,11.62,11.93
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",-0.17,0.620000000000001,0.359999999999999,-0.68,4.84,3.96,4.67,5.54,4.65,3.67,6.6,10.58,7.14,7.43,4.97,0.0800000000000018,2.5,1.44,-1.98,-3.39,1.33,-0.149999999999999,-1.03,-0.41,0.960000000000001,0.690000000000001,0.470000000000002,0.0399999999999991,1.32,1.46,2.2,5.04,4.02,5.09,1.66,-1.03,0.65,2.78,2.5,0.0999999999999996,1.23,1.11,0.700000000000001,-0.639999999999999,-0.24,0.18,0.57,0.630000000000001,1.41,0.529999999999999,0.129999999999999,0.289999999999999,0,-0.25,-0.82,-0.56
"P Tracking Error",5.51,3.89,5.16,5.02,7.56,8.27,7.68,8.24,7.47,7.94,9.12,12.57,9.18,9.26,8.46,10.41,9.54,9.76,10.89,11.35,9.36,8.8,9.34,10.01,9.72,9.38,9.98,8.17,9.05,9.74,9.88,11.95,10.84,11.2,9.36,8.91,8.43,9.7,8,6.01,6.97,7.05,6.13,5.71,6.42,6.11,6.1,5.82,7.01,6.8,6.02,5.32,5.57,5.92,6.01,6.77
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
