"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",8.428,11.456,3.604,-7.478,-7.616,-2.814,-4.577,1.69,1.934,8.17,8.293,14.107,17.631,20.032,23.05,17.664,22.821,21.784,25.867,38.924,42.446,39.55,35.428,31.07,29.648,28.598,34.617,64.572,53.596,43.572,39.181,37.613,33.36,33.205,36.733,24.263,20.361,15.713,14.017,13.618,15.626,13.123,15.302,13.901,16.545,11.023,9.804,16.946,14.434,18.324,28.233,18.891,19.733,26.75,30.984,22.208
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",-0.972999999999999,1.55,-3.852,-1.605,-2.482,-1.484,-5.848,1.214,0.848,1.018,-0.4,2.968,1.71,2.462,4.93,4.892,9.735,7.913,9,17.528,16.396,14.961,13.645,13.159,8.886,8.546,15.174,23.702,20.519,15.657,17.808,13.239,9.19,11.912,13.808,6.823,8.737,6.403,5.794,3.427,2.503,3.566,3.745,3.804,10.239,6.212,6.214,6.156,4.874,6.379,9.827,7.828,4.599,10.031,8.242,6.171
"P Volatility",15.38,15.22,16.29,15.9,30.02,28.11,29.15,26.59,26.04,26.38,25.89,26.67,27.53,25.01,28.16,30.24,30.37,31.32,30.48,31.35,30.33,34.8,32.49,35.19,33.8,31.66,21.88,20.07,17.95,19.86,21.54,19.87,19.59,19,17.06,16.25,16.08,15.27,15.38,15.19,14.77,14.67,14.91,14.64,14.46,14.63,14.35,15.14,15.07,15.35,14.91,15.54,14.18,13.83,11.96,12.69
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",2.15,2.63,3.72,3.37,5.84,3.91,4.75,1.57,1.43,2.1,1.67,1.27,1.68,-0.889999999999997,1.93,3.81,3.95,4.85,4.51,5.45,3.92,8.42,6.11,8.37,7.05,5.12,4.34,3.28,1.13,3.08,4.71,2.55,2.45,1.65,0.649999999999999,0.449999999999999,0.109999999999998,0.16,0.48,0.109999999999999,-0.440000000000001,-0.640000000000001,-0.4,0.350000000000001,0.0700000000000003,0.25,0.35,0.81,-0.209999999999999,0.93,1.26,2.05,1.1,1.4,-0.479999999999999,0.199999999999999
"P Tracking Error",6.69,6.3,6.73,6.12,8.05,6.97,7.49,6.91,6.79,6.47,7.53,8.23,8.95,8.81,7.21,10.25,9.49,10.39,10.07,11.83,11.58,14.15,12.66,13.79,12.08,11.41,12.12,11.97,10.09,10.63,11.36,8.53,7.67,7.36,7.57,7.13,7.56,6.85,6.17,6.33,6,5.86,6.19,5.23,5.38,6.22,5.88,6.08,6.16,6.5,7.07,7.26,6.41,6.76,5.36,5.88
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Information Ratio",-0.15,0.25,-0.57,-0.26,-0.31,-0.21,-0.78,0.18,0.12,0.16,-0.05,0.36,0.19,0.28,0.68,0.48,1.03,0.76,0.89,1.48,1.42,1.06,1.08,0.95,0.74,0.75,1.25,1.98,2.03,1.47,1.57,1.55,1.2,1.62,1.82,0.96,1.16,0.93,0.94,0.54,0.42,0.61,0.61,0.73,1.9,1,1.06,1.01,0.79,0.98,1.39,1.08,0.72,1.48,1.54,1.05
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
