"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",7.818,13.363,6.258,-13.344,-11.785,-6.725,-4.356,-6.534,-3.186,1.393,2.825,12.117,14.115,18.486,16.547,13.014,15.276,18.993,24.92,31.34,37.933,39.895,34.425,29.966,30.319,28.971,30.386,60.803,51.633,42.464,36.048,43.468,40.333,40.75,42.891,28.297,21.922,17.195,14.713,16.002,17.683,16.897,20.471,19.14,18.475,14.991,11.275,18.842,20.04,21.112,29.598,22.142,24.914,26.055,29.058,22.591
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",-1.583,3.457,-1.198,-7.471,-6.651,-5.395,-5.627,-7.01,-4.272,-5.759,-5.868,0.978000000000002,-1.806,0.916,-1.573,0.241999999999999,2.19,5.122,8.053,9.944,11.883,15.306,12.642,12.055,9.557,8.919,10.943,19.933,18.556,14.549,14.675,19.094,16.163,19.457,19.966,10.857,10.298,7.885,6.49,5.811,4.56,7.34,8.914,9.043,12.169,10.18,7.685,8.052,10.48,9.167,11.192,11.079,9.78,9.336,6.316,6.554
"P Volatility",15.76,15.76,15.86,15.73,30.7,30.51,31.08,31.3,29.69,31.21,30.93,33.81,33.82,34.04,34.03,33.67,33.48,32.96,30.4,32.79,31.53,31.94,30.01,31.65,32.7,30.58,19.35,21.7,21.12,21.03,21.65,22.96,21.85,22.16,18.63,17.38,16.63,16.49,16.27,16.42,16.75,16.85,17.03,16.69,15.89,15.92,15.33,15.98,16.72,15.28,15.65,15.03,14.25,14.08,12.24,12.34
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",2.53,3.17,3.29,3.2,6.52,6.31,6.68,6.28,5.08,6.93,6.71,8.41,7.97,8.14,7.8,7.24,7.06,6.49,4.43,6.89,5.12,5.56,3.63,4.83,5.95,4.04,1.81,4.91,4.3,4.25,4.82,5.64,4.71,4.81,2.22,1.58,0.659999999999998,1.38,1.37,1.34,1.54,1.54,1.72,2.4,1.5,1.54,1.33,1.65,1.44,0.859999999999999,2,1.54,1.17,1.65,-0.199999999999999,-0.15
"P Tracking Error",6.33,5.94,6.28,6.33,8.52,8.43,8.52,9.07,7.89,9.98,9.88,12.09,11.74,11.79,11.44,12.16,11.48,11.46,9.83,11.75,11.45,11.41,9.95,10.87,11.47,10.11,9.87,11.61,10.98,10.84,10.66,11.15,10.59,9.67,8.74,8.81,8.56,8.6,7.28,7.33,7.47,7.41,7.62,7.03,6.45,6.54,6.12,6.85,6.95,6.6,7.22,7.35,6.99,7.25,6.42,6.67
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
