"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",13.998,23.9,16.183,-12.377,3.186,5.296,2.776,12.399,11.268,20.218,16.821,21.97,28.432,22.782,21.798,20.124,22.656,19.292,19.741,32.344,39.222,35.187,27.728,28.64,31.913,20.053,21.651,30.081,21.772,18.296,16.751,19.374,21.113,15.637,23.717,27.859,21.76,17.59,12.712,5.862,7.826,11.138,16.176,10.334,9.075,7.914,6.163,9.875,11.603,15.658,28.464,20.549,23.546,31.083,47.897,35.59
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",4.597,13.994,8.727,-6.504,8.32,6.626,1.505,11.923,10.182,13.066,8.128,10.831,12.511,5.212,3.678,7.352,9.57,5.421,2.874,10.948,13.172,10.598,5.945,10.729,11.151,0.00100000000000122,2.208,-10.789,-11.305,-9.619,-4.622,-5,-3.057,-5.656,0.791999999999998,10.419,10.136,8.28,4.489,-4.329,-5.297,1.581,4.619,0.237,2.769,3.103,2.573,-0.914999999999999,2.043,3.713,10.058,9.486,8.412,14.364,25.155,19.553
"P Volatility",21.14,17.39,20.89,20.98,26.84,30.02,28.73,25.42,27.83,31.84,23.96,20.52,24.47,25.05,25.25,36.84,30.76,32.42,34.95,38.81,29,31.07,34.35,35.46,32.45,32.27,21.78,15.97,14.64,16.82,17.98,18.1,17.68,18.66,18.6,20.22,20.09,20.15,17.91,19.15,18.11,17.29,20.42,23.49,22.18,21.12,21.92,21.79,22.59,22.77,23.62,23.3,20.44,16.77,14.15,14.31
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",7.91,4.8,8.32,8.45,2.66,5.82,4.33,0.400000000000002,3.22,7.56,-0.259999999999998,-4.88,-1.38,-0.849999999999998,-0.98,10.41,4.34,5.95,8.98,12.91,2.59,4.69,7.97,8.64,5.7,5.73,4.24,-0.819999999999999,-2.18,0.0399999999999991,1.15,0.780000000000001,0.539999999999999,1.31,2.19,4.42,4.12,5.04,3.01,4.07,2.9,1.98,5.11,9.2,7.79,6.74,7.92,7.46,7.31,8.35,9.97,9.81,7.36,4.34,1.71,1.82
"P Tracking Error",11.86,9.03,11.74,10.76,7.22,12.96,10.29,9.38,9.48,12.98,11.1,15.99,11.66,11.8,11.35,15.79,13.53,13.07,13.89,16.64,12.92,11.8,14.88,14.09,14.29,13.54,13.09,12.45,12.17,14.25,17.33,16.36,15,16.49,14.39,13.5,15.15,15.86,10.63,10.86,9.87,9.64,11.84,13.71,12.25,10.56,12.64,11.25,10.89,12.32,14.3,14.09,12.92,10.66,10.22,9.48
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Information Ratio",0.39,1.55,0.74,-0.6,1.15,0.51,0.15,1.27,1.07,1.01,0.73,0.68,1.07,0.44,0.32,0.47,0.71,0.41,0.21,0.66,1.02,0.9,0.4,0.76,0.78,0,0.17,-0.87,-0.93,-0.68,-0.27,-0.31,-0.2,-0.34,0.06,0.77,0.67,0.52,0.42,-0.4,-0.54,0.16,0.39,0.02,0.23,0.29,0.2,-0.08,0.19,0.3,0.7,0.67,0.65,1.35,2.46,2.06
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.78,0.63,0.29,0.11,0.9,0.6,0.23,0.81,0.88,1.03,0.69,1.1,0.94,0.76,0.36,0.32,0.51,0.2,0.11,0.48,1,0.54,0.38,0.58,0.48,0.03,0.79,0.25,0.31,0.18,0.34,0.44,0.44,0.35,0.75,0.84,0.97,1.09,0.14,-0.3,-0.1,0.15,0.3,0.05,0.21,-0.15,0.26,-0.11,-0.09,-0.18,0.36,0.35,0.87,1.16,2.02,1.49
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.38,1.2,1.44,1.53,1.07,1.13,1.1,0.95,1.07,1.22,0.88,0.63,0.85,0.86,0.87,1.29,1.05,1.13,1.26,1.42,0.98,1.09,1.19,1.24,1.09,1.11,0.99,0.68,0.62,0.64,0.54,0.6,0.65,0.63,0.76,0.95,0.84,0.84,0.97,1.05,1,0.94,1.09,1.39,1.32,1.31,1.32,1.35,1.34,1.38,1.45,1.44,1.23,1.04,0.81,0.87
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P R-Squared",72.81,73.86,74.44,83.06,92.85,81.58,87.4,86.04,88.2,85.47,78.96,58.57,78.98,78.84,80.76,85.39,79.91,84.12,87.45,88.85,79.22,85.55,82.54,86.81,80.31,82.4,62.17,48.38,47.91,38.16,22.08,29.76,36.71,30.8,42.1,53.46,42.07,36.64,63.18,66.46,68.88,67.76,65.27,70.21,72.67,78.46,69.48,77.56,81.18,75.46,68.6,68.61,60.49,57.75,48.24,55.45
"B R-Squared",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Max Drawdown",-22.0354,-15.589,-20.4446,-46.6746,-34.9759,-36.5129,-34.616,-32.3055,-36.2254,-38.4876,-32.6555,-29.4571,-30.9026,-30.979,-32.1899,-41.8606,-37.3759,-39.3489,-41.086,-43.8125,-33.656,-37.7666,-40.6262,-39.6836,-36.7234,-35.3092,-32.4895,-13.0801,-12.2284,-15.5223,-18.9773,-19.1383,-17.8674,-18.5805,-18.5836,-24.0941,-22.6238,-24.2902,-20.6682,-24.5282,-21.4655,-17.0812,-22.9062,-25.0497,-27.7933,-28.1088,-25.3846,-27.0091,-27.5259,-24.9302,-23.4705,-23.4134,-17.4875,-9.54,-7.4785,-8.6233
"B Max Drawdown",-13.3856,-13.3856,-13.3856,-38.0701,-38.07,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.0701,-38.07,-38.0701,-38.0701,-38.0701,-37.4939,-32.7324,-14.4463,-14.4463,-14.5281,-16.6271,-16.6271,-16.6271,-16.6271,-16.627,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.6271,-16.006,-16.006,-16.006,-15.0399,-15.0399,-14.4254,-9.0517,-9.0517,-9.0517,-9.0517
"MD DIFF(P-B)",-8.6498,-2.2034,-7.059,-8.6045,3.0941,1.55719999999999,3.4541,5.7645,1.8447,-0.417500000000004,5.41459999999999,8.613,7.1675,7.0911,5.88019999999999,-3.7905,0.694199999999995,-1.2788,-3.0159,-5.7424,4.4141,0.303400000000003,-2.5561,-1.6135,1.3467,2.1847,0.242899999999999,1.3662,2.2179,-0.994199999999999,-2.3502,-2.5112,-1.2403,-1.9534,-1.9566,-7.467,-5.9967,-7.6631,-4.0411,-7.9011,-4.8384,-0.4541,-6.2791,-8.4226,-11.1662,-11.4817,-9.3786,-11.0031,-11.5199,-9.8903,-8.4306,-8.988,-8.4358,-0.488299999999999,1.5732,0.4284
