"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",8.576,8.615,6.212,-10.317,-7.862,-0.537,1.377,-0.225,2.211,9.686,9.715,16.997,19.169,23.402,23.389,16.396,17.085,20.624,23.428,31.97,44.867,44.97,39.148,28.668,26.002,28.268,30.998,65.081,57.219,39.072,33.599,29.697,39.257,34.809,37.771,27.362,22.313,16.75,12.663,14.388,16.658,15.919,17.104,15.735,16.935,13.443,3.35,12.099,14.618,16.651,20.303,21.003,22.913,36.593,40.684,29.46
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",-0.824999999999999,-1.291,-1.244,-4.444,-2.728,0.793,0.106,-0.701,1.125,2.534,1.022,5.858,3.248,5.832,5.269,3.624,3.999,6.753,6.561,10.574,18.817,20.381,17.365,10.757,5.24,8.216,11.555,24.211,24.142,11.157,12.226,5.323,15.087,13.516,14.846,9.922,10.689,7.44,4.44,4.197,3.535,6.362,5.547,5.638,10.629,8.632,-0.24,1.309,5.058,4.706,1.897,9.94,7.779,19.874,17.942,13.423
"P Volatility",14.95,15.31,16.93,15.82,26.04,25.38,26.19,25,26.23,24.39,23.27,26.29,28.79,28.29,31.44,37.72,38.66,42.07,40.8,37.23,32.86,37.14,35.35,33,35.64,36.14,24.28,20.26,18.97,20.66,20,19.46,20.93,19.82,18.28,16.85,17.7,17.59,13.97,13.84,14.94,15.18,15.59,15.44,15.74,15.37,15.35,16.52,15.71,15.86,16.64,15.43,15.02,14.17,12.59,14.19
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",1.72,2.72,4.36,3.29,1.86,1.18,1.79,-0.0199999999999996,1.62,0.109999999999999,-0.949999999999999,0.890000000000001,2.94,2.39,5.21,11.29,12.24,15.6,14.83,11.33,6.45,10.76,8.97,6.18,8.89,9.6,6.74,3.47,2.15,3.88,3.17,2.14,3.79,2.47,1.87,1.05,1.73,2.48,-0.93,-1.24,-0.270000000000001,-0.130000000000001,0.279999999999999,1.15,1.35,0.989999999999998,1.35,2.19,0.430000000000001,1.44,2.99,1.94,1.94,1.74,0.15,1.7
"P Tracking Error",8.55,7.47,7.89,8.15,7.71,7.84,8.35,8.39,8.47,8.5,10.2,10.75,10.21,9.97,10.86,15.48,15.83,18.91,18.24,15.58,14.86,17.41,15.26,14.65,15.2,16.28,13.59,13.02,11.68,10.82,10.42,8.15,9.83,8.61,8.23,9.18,9.59,10,5.22,6.74,7.47,7.66,6.4,7.05,7.34,7.28,7.61,8.43,7.67,7.48,8.54,7.84,6.35,7.22,6.5,9.16
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
