"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",-1.777,-9.31,-1.258,-16.329,-10.51,-7.978,-6.94,-7.871,-9.331,-1.867,-4.01,8.889,10.997,15.222,14.174,11.263,13.962,33.591,34.276,54.324,47.237,55.506,39.908,46.172,19.709,34.461,40.403,75.093,51.786,45.981,34.973,54.522,49.359,51.341,50.241,30.697,18.454,17.443,16.921,17.662,19.313,19.191,18.647,8.121,23.649,10.275,17.484,24.088,22.958,13.147,29.729,15.617,9.908,18.195,27.083,19.259
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",-11.178,-19.216,-8.714,-10.456,-5.376,-6.648,-8.211,-8.347,-10.417,-9.019,-12.703,-2.25,-4.924,-2.348,-3.946,-1.509,0.875999999999999,19.72,17.409,32.928,21.187,30.917,18.125,28.261,-1.053,14.409,20.96,34.223,18.709,18.066,13.6,30.148,25.189,30.048,27.316,13.257,6.83,8.133,8.698,7.471,6.19,9.634,7.09,-1.976,17.343,5.464,13.894,13.298,13.398,1.202,11.323,4.554,-5.226,1.476,4.341,3.222
"P Volatility",13.42,15.77,15.61,18.88,31.47,28.8,27.86,27.77,29.31,33.66,36.35,34.88,35.48,38.48,42.05,45.72,39.37,43.16,46.81,41.71,48.08,49.23,39.51,35.47,37.85,41.86,29.53,32.74,31.27,34.47,34.57,31.87,32.24,32.43,23.01,21.62,14.86,14.79,13.01,14.66,12.8,12.95,12.93,11.57,13.42,10.56,11.8,16.08,16.77,18.67,16.82,15.26,15.95,17.28,12.93,12.69
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",0.19,3.18,3.04,6.35,7.29,4.6,3.46,2.75,4.7,9.38,12.13,9.48,9.63,12.58,15.82,19.29,12.95,16.69,20.84,15.81,21.67,22.85,13.13,8.65,11.1,15.32,11.99,15.95,14.45,17.69,17.74,14.55,15.1,15.08,6.6,5.82,-1.11,-0.32,-1.89,-0.42,-2.41,-2.36,-2.38,-2.72,-0.970000000000001,-3.82,-2.2,1.75,1.49,4.25,3.17,1.77,2.87,4.85,0.49,0.199999999999999
"P Tracking Error",13.96,13.2,7.96,14.26,12.85,12.7,12.64,13.99,15.45,16.84,18.82,20.75,20.7,21.78,22.03,26.61,20.98,25.14,27.63,24.27,29.5,29.7,22.5,17.61,20.36,25.25,20.36,24.85,20.02,23.81,22.86,21.97,20.22,19.94,12.76,12.7,12.38,12.12,11.32,9.17,9.07,9.06,9.21,9.4,11.41,10.58,11.33,11.35,10.44,11.1,10.61,10.37,9.77,12.01,8.2,7.69
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
