"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",13.847,20.761,11.41,-5.202,-9.491,-2.637,-0.442,-4.739,-1.195,3.163,5.127,9.389,15.512,18.913,18.21,20.146,22.081,17.104,21.805,19.801,26.987,27.375,26.849,24.058,33.926,27.864,29.428,61.12,57.861,42.793,39.901,40.078,36.055,35.372,37.358,21.203,16.918,11.591,11.073,13.739,15.34,13.862,16.708,18.055,10.467,12.741,8.688,15.781,16.758,17.13,25.468,19.126,21.61,24.112,26.738,16.774
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",4.446,10.855,3.954,0.671,-4.357,-1.307,-1.713,-5.215,-2.281,-3.989,-3.566,-1.75,-0.408999999999999,1.343,0.0899999999999999,7.374,8.995,3.233,4.938,-1.595,0.936999999999998,2.786,5.066,6.147,13.164,7.812,9.985,20.25,24.784,14.878,18.528,15.704,11.885,14.079,14.433,3.763,5.294,2.281,2.85,3.548,2.217,4.305,5.151,7.958,4.161,7.93,5.098,4.991,7.198,5.185,7.062,8.063,6.476,7.393,3.996,0.737000000000002
"P Volatility",15.15,15.66,13.41,12.1,31.29,30.72,33.06,32.23,30.87,25.48,27.92,31.19,30.57,29.8,25.24,22.39,25.74,23.52,22.19,25.55,27.18,25.87,27.41,27.9,27.77,28.41,18,18.13,17.57,17.5,19.13,22.47,19.62,19.85,17.12,16.42,17.52,17.02,16.4,16.16,15.11,15.27,14.65,13.75,14.03,14.24,14.87,14.04,15.7,13.52,14.48,15.32,14.99,13.73,12.29,12.14
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",1.92,3.07,0.84,-0.43,7.11,6.52,8.66,7.21,6.26,1.2,3.7,5.79,4.72,3.9,-0.990000000000002,-4.04,-0.680000000000003,-2.95,-3.78,-0.349999999999998,0.77,-0.509999999999998,1.03,1.08,1.02,1.87,0.460000000000001,1.34,0.75,0.719999999999999,2.3,5.15,2.48,2.5,0.710000000000001,0.620000000000001,1.55,1.91,1.5,1.08,-0.100000000000001,-0.0400000000000009,-0.66,-0.539999999999999,-0.360000000000001,-0.140000000000001,0.869999999999999,-0.290000000000001,0.42,-0.9,0.83,1.83,1.91,1.3,-0.15,-0.35
"P Tracking Error",4.01,5.19,4.89,4.6,9.31,8.53,9.81,9.53,9.15,7.29,6.99,7.86,7.23,7.49,7.26,11.81,10.48,11.55,13.18,9.15,8.91,10.6,9.96,10.99,10.06,10.04,10.61,11.15,10.96,10.37,11.03,12.35,10.11,9.28,8.23,10.21,8.61,8.66,6.71,7.24,6.24,5.9,5.64,5.79,7.02,6.35,5.64,4.47,5.64,5.64,5.1,5.83,7.76,6.26,6.39,4.59
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Information Ratio",1.11,2.09,0.81,0.15,-0.47,-0.15,-0.17,-0.55,-0.25,-0.55,-0.51,-0.22,-0.06,0.18,0.01,0.62,0.86,0.28,0.37,-0.17,0.11,0.26,0.51,0.56,1.31,0.78,0.94,1.82,2.26,1.43,1.68,1.27,1.18,1.52,1.75,0.37,0.61,0.26,0.42,0.49,0.36,0.73,0.91,1.37,0.59,1.25,0.9,1.12,1.28,0.92,1.38,1.38,0.83,1.18,0.63,0.16
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.34,0.63,0.14,-0.14,-0.07,0.04,0.06,-0.38,-0.05,-0.31,-0.28,-0.44,-0.07,-0.15,-0.12,0.65,0.55,0.48,0.72,0,0.24,0.32,0.47,0.44,1.11,0.92,1.47,1.58,1.85,1.52,1.35,0.8,1.02,0.99,0.97,0.51,0.51,0.44,0.22,0.42,0.37,0.32,0.48,0.68,0.38,0.7,0.29,0.4,0.51,0.48,0.64,0.52,0.54,0.5,0.46,0.1
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.11,1.19,0.99,0.9,1.26,1.24,1.34,1.26,1.22,1.01,1.12,1.21,1.16,1.12,0.92,0.76,0.9,0.8,0.74,0.92,0.97,0.9,0.97,0.96,0.97,1,0.84,0.86,0.83,0.85,0.93,1.09,0.98,1.01,0.92,0.83,0.96,0.97,1,0.96,0.91,0.92,0.89,0.88,0.86,0.89,0.98,0.93,0.96,0.86,0.99,1.05,0.98,0.98,0.86,0.9
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
