"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",11.644,16.996,8.065,-12.7,-11.699,-4.36,-3.824,-0.413,-1.122,6.659,12.454,14.618,19.798,23.337,22.268,18.518,24.764,22.751,21.376,26.946,38.363,41.22,32.153,32.704,28.184,28.708,34.097,63.849,55.654,44.692,39.016,43.553,38.218,36.589,38.464,22.963,15.983,13.739,12.294,14.429,18.015,15.691,19.775,19.33,20.56,14.835,14.799,22.83,21.624,22.753,31.53,24.585,22.309,25.841,31.661,22.504
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",2.243,7.09,0.608999999999999,-6.827,-6.565,-3.03,-5.095,-0.889,-2.208,-0.493,3.761,3.479,3.877,5.767,4.148,5.746,11.678,8.88,4.509,5.55,12.313,16.631,10.37,14.793,7.422,8.656,14.654,22.979,22.577,16.777,17.643,19.179,14.048,15.296,15.539,5.523,4.359,4.429,4.071,4.238,4.892,6.134,8.218,9.233,14.254,10.024,11.209,12.04,12.064,10.808,13.124,13.522,7.175,9.122,8.919,6.467
"P Volatility",15.46,17.51,17.71,18.5,36.12,35.14,35.9,34.88,35.36,32.16,29.16,34.42,32.39,30.46,31.83,34.41,31.31,31.09,33.81,31.57,30.77,32.37,30.38,30.32,28.54,29.49,21.59,20.46,22.43,22.23,22.33,23.32,21.65,21.36,19.02,16.05,16.1,15.38,15.37,14.67,15.88,15.03,14.32,15.17,15.41,15.29,14.92,15.5,15.9,16.77,16.32,16.18,14.15,13.66,12.28,12.52
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",2.23,4.92,5.14,5.97,11.94,10.94,11.5,9.86,10.75,7.88,4.94,9.02,6.54,4.56,5.6,7.98,4.89,4.62,7.84,5.67,4.36,5.99,4,3.5,1.79,2.95,4.05,3.67,5.61,5.45,5.5,6,4.51,4.01,2.61,0.25,0.130000000000001,0.270000000000001,0.469999999999999,-0.41,0.67,-0.280000000000001,-0.99,0.880000000000001,1.02,0.909999999999998,0.92,1.17,0.620000000000001,2.35,2.67,2.69,1.07,1.23,-0.16,0.0299999999999994
"P Tracking Error",6.89,8.51,9.55,8.71,13.71,12.83,12.91,12.6,12.93,11,9.46,13.43,11.39,10.7,10.43,12.37,10.79,10.41,13.09,11.23,12.52,12.33,11.49,10.63,9.89,10.55,11.38,11.19,12.64,12.41,11.64,11.61,10.25,9.54,8.99,8.84,8.52,8.82,7.36,7.58,8.36,7.37,6.85,7.12,8.72,9.09,8.69,8.83,9.04,8.68,8.81,8.91,7.16,6.38,5.99,6.44
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
