"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",16.229,21.156,16.96,-13.452,-14.497,-10.718,-5.259,-8.41,-3.071,5.238,7.679,15.967,16.866,18.423,16.84,9.709,12.493,10.93,22.067,20.756,35.008,32.831,28.705,24.274,34.201,28.229,28.382,47.812,41.531,33.17,24.772,38.1,36.673,36.425,39.751,24.275,17.75,17.022,11.803,10.459,10.494,8.377,11.016,7.029,3.008,3.18,-2.055,5.287,3.066,6.922,9.001,3.013,8.152,13.288,16.563,5.821
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",6.828,11.25,9.504,-7.579,-9.363,-9.388,-6.53,-8.886,-4.157,-1.914,-1.014,4.828,0.945,0.852999999999998,-1.28,-3.063,-0.593,-2.941,5.2,-0.640000000000001,8.958,8.242,6.922,6.363,13.439,8.177,8.939,6.942,8.454,5.255,3.399,13.726,12.503,15.132,16.826,6.835,6.126,7.712,3.58,0.267999999999999,-2.629,-1.18,-0.541,-3.068,-3.298,-1.631,-5.645,-5.503,-6.494,-5.023,-9.405,-8.05,-6.982,-3.431,-6.179,-10.216
"P Volatility",20.39,20.09,20.7,20.64,38.34,38.48,40.82,41.59,39.9,41.03,39.89,44.56,43.71,44.73,44.75,43.57,43.62,38.1,32.79,38.84,33.34,34.65,31.01,33.71,37.64,33.59,20.94,22.51,22.7,22.18,22.17,25.95,25.4,26.03,24.03,22.57,21.67,22.28,23.56,23.45,25.08,25.24,25.09,24.19,21.63,22.21,20.88,21.25,21.54,19.99,20.5,18.98,16.01,16.35,13.57,13.69
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",7.16,7.5,8.13,8.11,14.16,14.28,16.42,16.57,15.29,16.75,15.67,19.16,17.86,18.83,18.52,17.14,17.2,11.63,6.82,12.94,6.93,8.27,4.63,6.89,10.89,7.05,3.4,5.72,5.88,5.4,5.34,8.63,8.26,8.68,7.62,6.77,5.7,7.17,8.66,8.37,9.87,9.93,9.78,9.9,7.24,7.83,6.88,6.92,6.26,5.57,6.85,5.49,2.93,3.92,1.13,1.2
"P Tracking Error",11.93,11.31,11.68,11.66,16.59,16.98,18.97,19.04,18.38,19.78,18.72,22.27,21.82,22.69,22.05,21.83,21.72,17.78,14.41,19.45,15.93,13.64,12.93,13.7,17.01,15.45,14.25,14.26,14.41,14.18,14.01,17.78,17.21,16.87,17.17,16.88,15.99,14.88,15.29,14.71,15.82,15.88,15.42,15.46,12.42,13.44,12.25,12.51,12.59,9.98,12.21,11.05,8.47,10.21,7.36,7.89
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Information Ratio",0.57,0.99,0.81,-0.65,-0.56,-0.55,-0.34,-0.47,-0.23,-0.1,-0.05,0.22,0.04,0.04,-0.06,-0.14,-0.03,-0.17,0.36,-0.03,0.56,0.6,0.54,0.46,0.79,0.53,0.63,0.49,0.59,0.37,0.24,0.77,0.73,0.9,0.98,0.4,0.38,0.52,0.23,0.02,-0.17,-0.07,-0.04,-0.2,-0.27,-0.12,-0.46,-0.44,-0.52,-0.5,-0.77,-0.73,-0.82,-0.34,-0.84,-1.29
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",0.69,0.46,0.23,0.19,-0.21,-0.61,-0.14,-0.38,0.17,0,-0.27,0.01,-0.05,-0.43,-0.66,-0.34,-0.5,-0.42,0.33,-0.32,0.17,0.3,0.57,0.37,0.64,0.65,1.29,0.66,0.89,0.3,0.25,0.81,0.86,1.09,0.87,0.64,0.97,0.75,0.03,-0.17,-0.22,-0.18,-0.36,-0.36,-0.23,-0.3,-0.63,-0.46,-0.46,-0.75,-0.87,-0.59,-0.33,-0.32,-0.53,-0.79
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",1.28,1.37,1.42,1.42,1.52,1.52,1.6,1.59,1.54,1.6,1.56,1.65,1.57,1.61,1.6,1.52,1.53,1.31,1.14,1.34,1.11,1.23,1.07,1.16,1.29,1.13,0.88,1.04,1.04,1.02,1.02,1.1,1.09,1.15,1.02,0.95,0.92,1.1,1.22,1.23,1.32,1.32,1.34,1.35,1.26,1.26,1.23,1.22,1.15,1.22,1.23,1.15,1.04,1.03,0.92,0.9
