"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",7.329,15.975,12.282,-1.374,-4.438,-2.1,-0.364,-1.93,-1.943,3.299,6.201,12.046,13.236,16.05,19.221,17.234,20.811,20.555,20.964,25.666,30.487,31.258,26.971,28.597,29.662,28.728,26.653,51.225,45.513,32.878,30.479,37.735,37.845,33.909,35.507,26.335,19.216,14.174,12.129,14.69,15.854,14.223,14.323,13.842,10.413,7.933,8.815,14.512,14.125,17.058,25.834,20.146,23.902,28.788,29.715,24.541
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",-2.072,6.069,4.826,4.499,0.696000000000001,-0.77,-1.635,-2.406,-3.029,-3.853,-2.492,0.907,-2.685,-1.52,1.101,4.462,7.725,6.684,4.097,4.27,4.437,6.669,5.188,10.686,8.9,8.676,7.21,10.355,12.436,4.963,9.106,13.361,13.675,12.616,12.582,8.895,7.592,4.864,3.906,4.499,2.731,4.666,2.766,3.745,4.107,3.122,5.225,3.722,4.565,5.113,7.428,9.083,8.768,12.069,6.973,8.504
"P Volatility",15.13,13.23,13.13,12.56,22.86,23.52,25.16,25.94,27.5,26.51,27.77,28.43,31.77,33.46,31.62,31.42,30.59,31.11,29.35,30.49,30.8,30.99,29.89,28.22,27.28,27.54,17.45,16.64,19.01,18.43,18.71,22.74,21.26,18.99,18.31,17.17,16.42,17.46,16.35,15.87,15.35,15.97,16.42,13.67,13.81,14.09,14.8,15.82,16.29,14.69,14.74,14.36,14.05,13.56,11.94,11.64
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",1.9,0.640000000000001,0.56,0.0300000000000011,-1.32,-0.68,0.760000000000002,0.920000000000002,2.89,2.23,3.55,3.03,5.92,7.56,5.39,4.99,4.17,4.64,3.38,4.59,4.39,4.61,3.51,1.4,0.530000000000001,1,-0.0899999999999999,-0.149999999999999,2.19,1.65,1.88,5.42,4.12,1.64,1.9,1.37,0.450000000000001,2.35,1.45,0.789999999999999,0.139999999999999,0.66,1.11,-0.619999999999999,-0.58,-0.290000000000001,0.800000000000001,1.49,1.01,0.27,1.09,0.869999999999999,0.970000000000001,1.13,-0.5,-0.85
"P Tracking Error",5.55,3.64,4.65,4.27,5.93,5.43,5.97,6.24,7.01,7.49,7.42,7.85,8.87,10.16,8.78,11.23,10.96,11.19,9.57,10.15,11.14,10.37,10.62,10.42,10.08,10.04,9.68,8.18,9.25,9.31,8.61,10.99,10.9,7.96,10.59,9.62,8.71,9.89,7.17,6.03,5.68,6.15,7.07,6.05,6.22,7.13,6.15,6.25,6.2,5.89,6.31,6.31,7.38,7.39,7.17,6.61
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
