"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",10.915,12.347,8.025,-11.253,-7.152,-0.426,2.435,1.602,-2.553,5.769,3.355,12.433,20.429,19.229,19.235,18.935,23.068,24.755,24.207,38.423,39.273,38.891,26.542,30.728,32.879,24.125,28.611,66.357,49.466,36.857,35.609,35.69,36.992,35.895,38.181,23.129,18.045,14.212,11.354,10.359,15.164,13.366,14.592,10.506,14.652,11.811,4.611,18.681,16.598,16.571,27.188,16.293,23.09,25.63,28.984,19.589
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",1.514,2.441,0.569,-5.38,-2.018,0.904,1.164,1.126,-3.639,-1.383,-5.338,1.294,4.508,1.659,1.115,6.163,9.982,10.884,7.34,17.027,13.223,14.302,4.759,12.817,12.117,4.073,9.168,25.487,16.389,8.942,14.236,11.316,12.822,14.602,15.256,5.689,6.421,4.902,3.131,0.167999999999999,2.041,3.809,3.035,0.409000000000001,8.346,7,1.021,7.891,7.038,4.626,8.782,5.23,7.956,8.911,6.242,3.552
"P Volatility",15.46,13.33,13.73,13.52,30.32,27.14,25.9,26.68,30.46,31.09,32.58,29.24,31.01,28.26,33.62,29,27.79,34.21,30.46,28.57,29.72,31.1,28.95,28.8,32.44,30.93,19.13,20.18,20.9,20.54,18.38,19.68,19.62,18.59,17.11,16.65,17.27,16.53,16.05,15.41,15.26,16.18,15.93,14.79,15.87,15.73,16.32,16.38,17.01,16.32,15.3,14.48,15.35,14.02,11.69,11.26
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",2.23,0.74,1.16,0.99,6.14,2.94,1.5,1.66,5.85,6.81,8.36,3.84,5.16,2.36,7.39,2.57,1.37,7.74,4.49,2.67,3.31,4.72,2.57,1.98,5.69,4.39,1.59,3.39,4.08,3.76,1.55,2.36,2.48,1.24,0.699999999999999,0.849999999999998,1.3,1.42,1.15,0.33,0.0499999999999989,0.869999999999999,0.619999999999999,0.5,1.48,1.35,2.32,2.05,1.73,1.9,1.65,0.99,2.27,1.59,-0.75,-1.23
"P Tracking Error",5.16,6.59,6.24,7.67,8.65,7.09,6.91,6.79,8.51,10.16,11.56,9.58,9.53,7.94,10.97,10,10.16,12.64,9.76,10.34,12.15,12.45,8.3,10.1,12.03,10.61,8.54,12.02,10.56,9.28,9.28,8.58,8.89,7.65,7.9,8.96,8.5,8.59,8.14,7.2,6.97,6.86,6.11,5.7,7.82,8.03,7.39,7.15,7.67,6.5,7.56,6.4,6.7,7.73,6.67,5.64
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
