"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",0.794,9.199,-11.931,-22.423,-20.502,-12.615,-14.417,-13.145,-8.143,-0.076,3.538,9.083,10.997,23.723,16.435,16.042,25.191,26.377,25.688,47.455,47.237,57.277,48.118,45.24,41.684,31.403,47.02,94.526,82.053,60.701,53.273,52.836,40.594,44.488,44.551,30.833,22.87,16.705,14.321,19.251,21.372,21.895,22.547,21.93,22.575,16.891,14.052,24.121,21.494,7.485,24.714,23.143,16.137,24.334,29.894,21.451
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",-8.607,-0.707000000000001,-19.387,-16.55,-15.368,-11.285,-15.688,-13.621,-9.229,-7.228,-5.155,-2.056,-4.924,6.153,-1.685,3.27,12.105,12.506,8.821,26.059,21.187,32.688,26.335,27.329,20.922,11.351,27.577,53.656,48.976,32.786,31.9,28.462,16.424,23.195,21.626,13.393,11.246,7.395,6.098,9.06,8.249,12.338,10.99,11.833,16.269,12.08,10.462,13.331,11.934,-4.46,6.308,12.08,1.003,7.615,7.152,5.414
"P Volatility",14.27,13.96,18.59,18.89,27.84,29.54,27.99,27.9,24.73,25.91,28.2,31.9,35.48,34.39,38.34,37.83,36.83,37.71,44.48,47.46,48.08,46.18,45.97,39.95,38.97,39.18,29.69,29.68,29.19,30.91,34.9,31.45,26.88,26.88,22.57,21.75,19.16,16.97,15.85,18.36,14.98,15.82,13.85,12.85,12.41,10.88,10.99,12.09,12.47,11.68,14.31,13.35,13.27,17.03,15.32,15.73
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",1.04,1.37,6.02,6.36,3.66,5.34,3.59,2.88,0.120000000000001,1.63,3.98,6.5,9.63,8.49,12.11,11.4,10.41,11.24,18.51,21.56,21.67,19.8,19.59,13.13,12.22,12.64,12.15,12.89,12.37,14.13,18.07,14.13,9.74,9.53,6.16,5.95,3.19,1.86,0.949999999999999,3.28,-0.23,0.51,-1.46,-1.44,-1.98,-3.5,-3.01,-2.24,-2.81,-2.74,0.66,-0.140000000000001,0.19,4.6,2.88,3.24
"P Tracking Error",9.88,9.38,14.57,15.01,15.19,14.55,15.23,13.98,13.44,13.68,13.98,18.75,20.7,19.63,20.43,21.34,19.77,20.52,24.74,27.33,29.5,28.04,27.86,24.03,23.45,22.88,21.74,22.25,22.06,21.78,25.16,21.91,15.72,15.46,13.36,13.4,11.64,13.34,12.68,11.76,11.22,9.97,10.15,10.32,10.52,10.39,8.5,8.63,11.41,8.81,10.09,10.26,7.88,10.2,9.36,10.01
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Information Ratio",-0.87,-0.08,-1.33,-1.1,-1.01,-0.78,-1.03,-0.97,-0.69,-0.53,-0.37,-0.11,-0.24,0.31,-0.08,0.15,0.61,0.61,0.36,0.95,0.72,1.17,0.95,1.14,0.89,0.5,1.27,2.41,2.22,1.51,1.27,1.3,1.04,1.5,1.62,1,0.97,0.55,0.48,0.77,0.74,1.24,1.08,1.15,1.55,1.16,1.23,1.54,1.05,-0.51,0.63,1.18,0.13,0.75,0.76,0.54
"B Information Ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Alpha Stat",-0.37,-0.05,-1.57,-1.62,-1.14,-0.91,-1.21,-1.3,-0.57,-0.36,-0.21,-0.44,-0.26,0.13,-0.14,0.28,0.78,0.87,0.54,1.44,1.27,1.11,1.36,1.5,1.57,1.37,2.74,2.31,2.6,1.71,1.6,0.96,0.86,1.21,1.06,0.96,0.92,0.87,0.72,0.83,0.94,1.07,1.2,1.09,1.2,1.29,0.85,1.33,1.21,-0.07,0.86,0.97,0.08,0.5,0.43,0.4
"B Alpha Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Beta Stat",0.8,0.84,0.92,0.92,0.97,1.06,0.96,0.97,0.86,0.91,1.01,1.02,1.12,1.09,1.27,1.2,1.19,1.21,1.51,1.62,1.53,1.47,1.46,1.21,1.18,1.22,1.16,1.18,1.15,1.35,1.53,1.35,1.31,1.3,1.11,1.09,0.95,0.74,0.7,0.94,0.71,0.82,0.69,0.64,0.6,0.53,0.62,0.67,0.55,0.64,0.78,0.7,0.83,1.1,0.98,0.97
"B Beta Stat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
