"","2 Y 2018-01-02 to 2020-01-07","2 Y 2018-02-02 to 2020-02-07","2 Y 2018-03-05 to 2020-03-07","2 Y 2018-04-02 to 2020-04-07","2 Y 2018-05-02 to 2020-05-07","2 Y 2018-06-04 to 2020-06-07","2 Y 2018-07-02 to 2020-07-07","2 Y 2018-08-02 to 2020-08-07","2 Y 2018-09-03 to 2020-09-07","2 Y 2018-10-03 to 2020-10-07","2 Y 2018-11-02 to 2020-11-07","2 Y 2018-12-03 to 2020-12-07","2 Y 2019-01-02 to 2021-01-07","2 Y 2019-02-04 to 2021-02-07","2 Y 2019-03-05 to 2021-03-07","2 Y 2019-04-02 to 2021-04-07","2 Y 2019-05-02 to 2021-05-07","2 Y 2019-06-03 to 2021-06-07","2 Y 2019-07-02 to 2021-07-07","2 Y 2019-08-02 to 2021-08-07","2 Y 2019-09-03 to 2021-09-07","2 Y 2019-10-03 to 2021-10-07","2 Y 2019-11-04 to 2021-11-07","2 Y 2019-12-02 to 2021-12-07","2 Y 2020-01-02 to 2022-01-07","2 Y 2020-02-03 to 2022-02-07","2 Y 2020-03-02 to 2022-03-07","2 Y 2020-04-03 to 2022-04-07","2 Y 2020-05-04 to 2022-05-07","2 Y 2020-06-02 to 2022-06-07","2 Y 2020-07-02 to 2022-07-07","2 Y 2020-08-03 to 2022-08-07","2 Y 2020-09-02 to 2022-09-07","2 Y 2020-10-05 to 2022-10-07","2 Y 2020-11-02 to 2022-11-07","2 Y 2020-12-02 to 2022-12-07","2 Y 2021-01-04 to 2023-01-07","2 Y 2021-02-02 to 2023-02-07","2 Y 2021-03-02 to 2023-03-07","2 Y 2021-04-05 to 2023-04-07","2 Y 2021-05-03 to 2023-05-07","2 Y 2021-06-02 to 2023-06-07","2 Y 2021-07-02 to 2023-07-07","2 Y 2021-08-02 to 2023-08-07","2 Y 2021-09-02 to 2023-09-07","2 Y 2021-10-04 to 2023-10-07","2 Y 2021-11-02 to 2023-11-07","2 Y 2021-12-02 to 2023-12-07","2 Y 2022-01-03 to 2024-01-07","2 Y 2022-02-02 to 2024-02-07","2 Y 2022-03-02 to 2024-03-07","2 Y 2022-04-04 to 2024-04-07","2 Y 2022-05-02 to 2024-05-07","2 Y 2022-06-02 to 2024-06-07","2 Y 2022-07-04 to 2024-07-07","2 Y 2022-08-02 to 2024-08-07"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Annualized Returns",2.689,-9.298,-7.185,-20.118,-18.775,-11.443,-7.322,-8.658,-7.211,-0.739,1.804,8.889,10.997,24.715,25.346,16.042,13.962,23.041,26.074,36.72,52.89,57.277,48.118,33.498,26.648,35.745,43.879,94.526,82.053,55.208,46.843,40.754,40.594,45.012,50.241,30.833,27.789,18.184,12.613,19.434,22.092,21.954,23.97,19.479,28.813,17.017,3.02,14.298,19.732,19.852,27.776,22.149,12.843,28.623,33.115,19.972
"B Annualized Returns",9.401,9.906,7.456,-5.873,-5.134,-1.33,1.271,0.476,1.086,7.152,8.693,11.139,15.921,17.57,18.12,12.772,13.086,13.871,16.867,21.396,26.05,24.589,21.783,17.911,20.762,20.052,19.443,40.87,33.077,27.915,21.373,24.374,24.17,21.293,22.925,17.44,11.624,9.31,8.223,10.191,13.123,9.557,11.557,10.097,6.306,4.811,3.59,10.79,9.56,11.945,18.406,11.063,15.134,16.719,22.742,16.037
"AR DIFF(P-B)",-6.712,-19.204,-14.641,-14.245,-13.641,-10.113,-8.593,-9.134,-8.297,-7.891,-6.889,-2.25,-4.924,7.145,7.226,3.27,0.875999999999999,9.17,9.207,15.324,26.84,32.688,26.335,15.587,5.886,15.693,24.436,53.656,48.976,27.293,25.47,16.38,16.424,23.719,27.316,13.393,16.165,8.874,4.39,9.243,8.969,12.397,12.413,9.382,22.507,12.206,-0.57,3.508,10.172,7.907,9.37,11.086,-2.291,11.904,10.373,3.935
"P Volatility",14.74,17.25,18.94,18.13,27.18,27.27,30.22,28.65,27.86,29.68,31.92,34.88,35.48,35.03,35.58,37.83,39.37,45.35,44.46,45.07,42.66,46.18,45.97,36.93,42.34,43.46,29.09,29.68,29.19,34.25,33.15,29.05,26.88,28.02,23.01,21.75,22.76,19.22,14.54,14.19,12.57,12.71,14.78,11.22,13.86,12.08,10.89,13.65,12.14,13.5,16.16,14.75,15.69,17.53,14.44,16.32
"B Volatility",13.23,12.59,12.57,12.53,24.18,24.2,24.4,25.02,24.61,24.28,24.22,25.4,25.85,25.9,26.23,26.43,26.42,26.47,25.97,25.9,26.41,26.38,26.38,26.82,26.75,26.54,17.54,16.79,16.82,16.78,16.83,17.32,17.14,17.35,16.41,15.8,15.97,15.11,14.9,15.08,15.21,15.31,15.31,14.29,14.39,14.38,14,14.33,15.28,14.42,13.65,13.49,13.08,12.43,12.44,12.49
"V DIFF(P-B)",1.51,4.66,6.37,5.6,3,3.07,5.82,3.63,3.25,5.4,7.7,9.48,9.63,9.13,9.35,11.4,12.95,18.88,18.49,19.17,16.25,19.8,19.59,10.11,15.59,16.92,11.55,12.89,12.37,17.47,16.32,11.73,9.74,10.67,6.6,5.95,6.79,4.11,-0.360000000000001,-0.890000000000001,-2.64,-2.6,-0.530000000000001,-3.07,-0.530000000000001,-2.3,-3.11,-0.68,-3.14,-0.92,2.51,1.26,2.61,5.1,2,3.83
"P Tracking Error",15.17,13.97,13.14,12.95,12.69,13.13,11.85,13.43,14.75,14.96,17.09,20.75,20.7,19.36,18.99,21.34,20.98,25.86,25.45,26.03,26.52,28.04,27.86,23.07,24.32,24.74,19.69,22.25,22.06,25.81,24.44,17.65,15.72,15.75,12.76,13.4,13.35,11.69,9.21,10.87,10.94,10.8,9.14,9.39,11.21,11.31,9.2,10.95,10.85,10.91,10.38,9.21,8.95,10.63,8.41,11.06
"B Tracking Error",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P Information Ratio",-0.44,-1.37,-1.11,-1.1,-1.07,-0.77,-0.73,-0.68,-0.56,-0.53,-0.4,-0.11,-0.24,0.37,0.38,0.15,0.04,0.35,0.36,0.59,1.01,1.17,0.95,0.68,0.24,0.63,1.24,2.41,2.22,1.06,1.04,0.93,1.04,1.51,2.14,1,1.21,0.76,0.48,0.85,0.82,1.15,1.36,1,2.01,1.08,-0.06,0.32,0.94,0.72,0.9,1.2,-0.26,1.12,1.23,0.36
