"","2017-01-04_to_2024-11-04_Core20-80V20_G60Portfolio_7QRank","2017-01-04_to_2024-11-04_^BSESN"
"2017-01-04",0,0
"2017-01-05",0,0
"2017-01-06",0,0
"2017-01-09",0,0
"2017-01-10",0,0
"2017-01-11",0,0
"2017-01-12",0,0
"2017-01-13",0,0
"2017-01-16",0,0
"2017-01-17",0,0
"2017-01-18",0,0
"2017-01-19",0,0
"2017-01-20",0,0
"2017-01-23",0,0
"2017-01-24",0,0
"2017-01-25",0,0
"2017-01-27",0,0
"2017-01-30",0,0
"2017-01-31",0,0
"2017-02-01",0,0
"2017-02-02",0,0
"2017-02-03",0,0
"2017-02-06",0,0
"2017-02-07",0,0
"2017-02-08",0,0
"2017-02-09",0,0
"2017-02-10",0,0
"2017-02-13",0,0
"2017-02-14",0,0
"2017-02-15",0,0
"2017-02-16",0,0
"2017-02-17",0,0
"2017-02-20",0,0
"2017-02-21",0,0
"2017-02-22",0,0
"2017-02-23",0,0
"2017-02-27",0,0
"2017-02-28",0,0
"2017-03-01",0,0
"2017-03-02",0,0
"2017-03-03",0,0
"2017-03-06",0,0
"2017-03-07",0,0
"2017-03-08",0,0
"2017-03-09",0,0
"2017-03-10",0,0
"2017-03-14",0,0
"2017-03-15",0,0
"2017-03-16",0,0
"2017-03-17",0,0
"2017-03-20",0,0
"2017-03-21",0,0
"2017-03-22",0,0
"2017-03-23",0,0
"2017-03-24",0,0
"2017-03-27",0,0
"2017-03-28",0,0
"2017-03-29",0,0
"2017-03-30",0,0
"2017-03-31",0,0
"2017-04-03",0,0
"2017-04-05",0,0
"2017-04-06",0,-0.156470828453048
"2017-04-07",0,-0.892869994866052
"2017-04-10",0,-1.32947780682099
"2017-04-11",0,-0.620170040518919
"2017-04-12",0,-1.10347919684349
"2017-04-13",0,-1.7107743804386
"2017-04-17",0,-1.87021291228197
"2017-04-18",0,-2.1856780056038
"2017-04-19",0,-2.12739906387617
"2017-04-20",0,-1.84108676942739
"2017-04-21",0,-2.03154402143713
"2017-04-24",0,-1.0622512216009
"2017-04-25",0,-0.103425351686182
"2017-04-26",0,0
"2017-04-27",0,0
"2017-04-28",0,0
"2017-05-02",0,0
"2017-05-03",0,0
"2017-05-04",0,0
"2017-05-05",0,0
"2017-05-08",0,0
"2017-05-09",0,0
"2017-05-10",0,0
"2017-05-11",0,0
"2017-05-12",0,0
"2017-05-15",0,0
"2017-05-16",0,0
"2017-05-17",0,0
"2017-05-18",0,0
"2017-05-19",0,0
"2017-05-22",0,0
"2017-05-23",0,0
"2017-05-24",0,0
"2017-05-25",0,0
"2017-05-26",0,0
"2017-05-29",0,0
"2017-05-30",0,0
"2017-05-31",0,0
"2017-06-01",0,0
"2017-06-02",0,0
"2017-06-05",0,0
"2017-06-06",0,0
"2017-06-07",0,0
"2017-06-08",0,0
"2017-06-09",0,0
"2017-06-12",0,0
"2017-06-13",0,0
"2017-06-14",0,0
"2017-06-15",0,0
"2017-06-16",0,0
"2017-06-19",0,0
"2017-06-20",0,0
"2017-06-21",0,0
